Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Hahaha! Suka suka Sent from Xiaomi REDMI NOTE 5 using GAGT,6/7/20,10,Circuit Breaker,11,1,-17.52279032,2,0,0,14.10040367,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"i think they die die won't admit got school cluster if tio, will also say student or staff kena from outside",6/7/20,20,Circuit Breaker,21,1,-12.68951087,5,3,0,13.87762478,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,It\x92s part of the sop for erections.,6/7/20,7,Circuit Breaker,8,0,-12.43265044,0,0,0,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,knn then moi staff gonna take leave again? hao to take care of kids if cunt wfh?,6/7/20,17,Circuit Breaker,17,1,-13.53809051,3,2,0,10.49172631,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,jinmuddy wrote: Lol how do they Ensure students/Teachers/staff between schools dun mix. got safe entry app to check,6/7/20,20,Circuit Breaker,20,1,-13.38293155,5,0,0,20.08498615,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,blackestvoid wrote: knn then moi staff gonna take leave again? hao to take care of kids if cunt wfh? let your staff with chewren wfh ba,6/7/20,26,Circuit Breaker,26,2,-14.28023074,6,2,1,7.564862282,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,waiting to see what happens when maris stella primary become a cluster. will they close schools once again?,6/7/20,18,Circuit Breaker,18,1,-11.75265997,5,1,0,36.26203009,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Means is waiting to see which parents' kids bad luck to kena first nia.,6/7/20,14,Circuit Breaker,14,1,-12.81298051,5,0,0,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Let me dedicate this as a reminder to all.,6/7/20,9,Circuit Breaker,9,0,-10.00101397,2,0,1,106.4913813,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Broadwalk wrote: Let me dedicate this as a reminder to all. i see.......,6/7/20,13,Circuit Breaker,13,1,-11.16208033,3,0,1,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Belle69 wrote: So many afterthoughts, reactionary. Don't tell me 'hindsight' word will be needed again? Last time he said ""Now is a good time to close school"". This time round he will say ""Now is another good time to close school again""",6/7/20,41,Circuit Breaker,42,2,-10.84758914,11,0,1,12.16531235,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Looking more and more like fw dorm strategy liao,6/7/20,9,Circuit Breaker,9,0,-13.51450071,1,1,0,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,You don\x92t need to be a genius to know it will explode...use our children life as experiment.,6/7/20,18,Circuit Breaker,19,1,-11.16353474,5,0,1,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,What a kumgong strategy. Totally cmi,6/7/20,6,Circuit Breaker,6,0,-13.64278996,0,0,0,106.4913813,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Will he take responsibility if the kid dies?,6/7/20,8,Circuit Breaker,8,0,-10.770633,1,1,0,56.27175551,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,say this kind of thing is useless now now only waiting for sexplosion of cases liao,6/7/20,16,Circuit Breaker,16,1,-11.5142345,4,0,0,26.40715086,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Virus incubation period is 2 weeks right?,6/7/20,6,Circuit Breaker,7,0,-12.64849956,1,0,0,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,says the one who claimed schools were the safest places,6/7/20,10,Circuit Breaker,10,0,-9.699226827,3,0,0,35.67576962,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,cannot be leh. tiagong someone once said school is the safest. now u-turn liao can they pogma himself?,6/7/20,17,Circuit Breaker,18,1,-12.9378917,5,0,0,36.26203009,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Elite schools tio wor!!! You all saw the names?,6/7/20,9,Circuit Breaker,9,0,-12.89439305,2,0,0,26.40715086,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Might as well close all Lppl,6/7/20,6,Circuit Breaker,6,0,-12.69131702,0,0,0,56.27175551,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,starry_starry_night wrote: Elite schools tio wor!!! You all saw the names? No Where????,6/7/20,12,Circuit Breaker,13,1,-13.09491032,3,0,0,20.5002706,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! )",6/7/20,91,Circuit Breaker,95,3,-13.87232268,15,1,2,2.56101019,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! ) Worst is highly paid",6/7/20,97,Circuit Breaker,101,4,-13.83210884,18,1,2,2.465656684,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"""First, science. With the virus being around for several months now, there is a body of scientific evidence showing that COVID-19 does not affect the young very much as compared to adults. Parents will be familiar with this concept, as this is the case for other diseases such as chicken pox. Neither is there evidence to show that the young are vectors or spreaders of the virus. The reverse appears to be the case, where the young get infected by adults at home. This is the advice of Prof Dale Fisher, Group Director of Medicine at NUHS and Chair of the WHO Global Outbreak Alert and Response Network. Indeed, for the small handful of our students (including those from Institutes of Higher Learning) who were infected, every single one caught it outside of their schools. In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. In that sense, schools remain safe places for children, especially as they seem to be more resilient against the virus.""",6/7/20,235,Circuit Breaker,235,4,-10.47525739,32,6,3,1.049236599,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,If can close. Then the kids should all be taking MRT to little India to take a walk walk and them visit that Must-visit supermarket there. Then school close no need to take exams.,6/7/20,33,Circuit Breaker,34,2,-10.81222622,7,1,0,11.11554065,2,1,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"FappingKing wrote: ""First, science. With the virus being around for several months now, there is a body of scientific evidence showing that COVID-19 does not affect the young very much as compared to adults. Parents will be familiar with this concept, as this is the case for other diseases such as chicken pox. Neither is there evidence to show that the young are vectors or spreaders of the virus. The reverse appears to be the case, where the young get infected by adults at home. This is the advice of Prof Dale Fisher, Group Director of Medicine at NUHS and Chair of the WHO Global Outbreak Alert and Response Network. Indeed, for the small handful of our students (including those from Institutes of Higher Learning) who were infected, every single one caught it outside of their schools. In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. In that sense, schools remain safe places for children, especially as they seem to be more resilient against the virus."" Oh golly, why safe place also can have cluster :shocked:",6/7/20,247,Circuit Breaker,247,4,-10.61881931,36,7,3,0.980461287,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"lalalalalala wrote: Oh golly, why safe place also can have cluster :shocked: Any place that allows social interaction is not safe.",6/7/20,21,Circuit Breaker,21,1,-12.60262184,5,1,0,23.61550797,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,only his loved one tio then he would something,6/7/20,9,Circuit Breaker,9,0,-10.87653117,1,1,0,56.27175551,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! ) I agree...it exposes the weakness of GRCs to allow for ""backdoor"" ministers.",6/7/20,106,Circuit Breaker,110,4,-13.6775956,19,1,2,2.214120127,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,starry_starry_night wrote: Elite schools tio wor!!! You all saw the names? Which one?  ..,6/7/20,12,Circuit Breaker,13,1,-12.95563818,3,0,0,20.5002706,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths... wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! )",6/7/20,125,Circuit Breaker,131,4,-13.49612272,22,3,4,1.825673007,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why u all say U turn He opened sch   Then say if cluster will close the school affected Is this called U turn? More like doing what\x92s needed However the problem will be u don\x92t know how many r infected n spreading virus when they first open sch,6/7/20,48,Circuit Breaker,50,2,-12.61390417,15,4,0,11.11554065,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Acetone wrote: The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths... I will think not sending signals to tell ppl to stop travelling A lot grabbed cheap tix go Europe in feb n March Then come back infected   They never test all n never quarantine right until certain dates So that\x92s also problem,6/7/20,76,Circuit Breaker,79,3,-12.51900063,17,4,2,4.272034646,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Worst is gave those PRc free medical treatment. Really haigong... Acetone wrote: The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths...,6/7/20,44,Circuit Breaker,46,2,-12.74633168,9,2,2,6.540652802,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,close school? too late now... spreading alrdy Sent from LGE LG-H990 using GAGT,6/7/20,12,Circuit Breaker,13,1,-14.86249569,2,0,0,26.40715086,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Unknown man... mist wait till some kids uplorry then will act... Really cmi,6/7/20,13,Circuit Breaker,13,1,-14.94942438,4,1,0,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Laneige wrote: Why u all say U turn He opened sch   Then say if cluster will close the school affected Is this called U turn? More like doing what\x92s needed However the problem will be u don\x92t know how many r infected n spreading virus when they first open sch He will u turn when needed,6/7/20,56,Circuit Breaker,58,3,-12.71364209,18,4,0,10.45633138,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh!,6/7/20,38,Circuit Breaker,38,2,-10.87448881,5,5,2,7.783979577,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"woolff wrote: Worst is gave those PRc free medical treatment. Really haigong... talking about prc, no update on this wuhan couple challenging our court https://forums.hardwarezone.com.sg/e...269099-27.html",6/7/20,24,Circuit Breaker,24,1,-15.30642805,5,0,1,13.0804743,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh! Schools can ban kids from running n talking. Go schools all antisocial for these few weeks,6/7/20,56,Circuit Breaker,56,3,-11.37666336,10,5,3,6.099082915,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh!,6/7/20,40,Circuit Breaker,40,2,-11.21685838,6,5,3,7.783979577,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,they are always 10 steps behind the virus,6/7/20,7,Circuit Breaker,8,0,-9.864916623,1,0,0,56.27175551,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,The students would not have gotten virus if they had gone to sch.,6/7/20,13,Circuit Breaker,13,1,-10.53790007,5,1,0,106.4913813,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"trento wrote: Schools can ban kids from running n talking. Go schools all antisocial for these few weeks Then go school for fark, might as well lock your kid up at home at least he can zoom his friends",6/7/20,39,Circuit Breaker,39,2,-12.02655624,8,1,1,12.3973464,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Tikam with lives no good.,6/7/20,5,Circuit Breaker,5,0,-11.67644126,1,0,0,106.4913813,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years.",6/7/20,84,Circuit Breaker,89,3,-10.97692162,17,3,1,3.798215925,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Better not turn out like jo. Close when more cases is reactive leh... Tio liao then take action got use meh? Prevention better than Cure wor,6/7/20,26,Circuit Breaker,26,2,-13.93719578,5,2,0,10.32828976,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Our ministers have 2 things that they don\x92t dare to do. This one don\x92t dare. That one don\x92t dare,6/7/20,18,Circuit Breaker,22,1,-13.048419,3,0,0,27.14327281,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years. low income can borrow iPad from school to do HBL. don't anyhow hai gong",6/7/20,100,Circuit Breaker,106,4,-11.46696011,21,3,1,3.131266277,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"It's fine. If the cases skyrocket like FWs, just raid the reserves again loh. No blame culture, please.",6/7/20,17,Circuit Breaker,18,1,-12.23406323,3,0,0,20.5002706,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: Schools can ban kids from running n talking. Go schools all antisocial for these few weeks hahaha... Like primary school time...cher says cannot talk...who talks will have to stand up outside class... So cute to think then..,6/7/20,41,Circuit Breaker,41,2,-11.94574799,11,0,0,12.62750951,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,I recall someone SAY something like this below.. just share here to ponder: \x93M  o M: Adult Employees must continue WFH after circuit breaker. Must not go to workplace. M o E: School children must not continue SFH after CB.. must attend school\x94 ????,6/7/20,42,Circuit Breaker,44,2,-13.6749335,7,0,0,5.191525348,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Laneige wrote: No Where???? m0n0n0ke wrote: Which one?  .. Mothership website.,6/7/20,9,Circuit Breaker,10,0,-13.34471677,2,0,0,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why so serious wrote: low income can borrow iPad from school to do HBL. don't anyhow hai gong Ya but news got say some home environment hard to hbl cos noisy. Hardware is not the main issue,6/7/20,36,Circuit Breaker,37,2,-12.86464688,8,1,0,8.005732511,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,sk0065 wrote: Our ministers have 2 things that they don\x92t dare to do. This one don\x92t dare. That one don\x92t dare This line very familiar From some local movie right?,6/7/20,28,Circuit Breaker,33,2,-13.03125641,4,0,1,14.28524291,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why so serious wrote: low income can borrow iPad from school to do HBL. don't anyhow hai gong Not sufficient numbers and different specifications causing a lot of IT problems for teachers on the ground. Some siblings has got to share. Cannot complete and submit homework on time.,6/7/20,47,Circuit Breaker,48,2,-11.94573082,7,2,0,5.555599646,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: Ya but news got say some home environment hard to hbl cos noisy. Hardware is not the main issue the virus doesn't wait for u to sort out ur issues.,6/7/20,31,Circuit Breaker,32,2,-12.35300952,6,1,0,10.30694949,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"lalalalalala wrote: Then go school for fark, might as well lock your kid up at home at least he can zoom his friends More effective learning in classroom. It was reported Hbl has its issues",6/7/20,35,Circuit Breaker,35,2,-11.81586566,7,1,1,11.46277076,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Chiong wrote: This line very familiar From some local movie right? I prefer scared don't do. Do don't scared. Look at Trump. He shows who's boss and does what's necessary,6/7/20,26,Circuit Breaker,30,2,-11.14044421,7,1,0,20.83225589,3,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase?,6/7/20,40,Circuit Breaker,40,2,-11.63899557,7,3,0,9.236751814,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,iamnew wrote: Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase? He also say kids don't really spread to adults. Adults spread to kids more,6/7/20,55,Circuit Breaker,56,3,-11.55134263,13,4,0,7.148722734,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"iamnew wrote: Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase? Even if the ginnas have better immunity, their ah gong and ah ma at home don't. Some policy makers like really don't use their brains much.",6/7/20,66,Circuit Breaker,68,3,-12.07286507,11,5,0,4.626595624,0,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,How many schools actually open in Asean region? I think so far only Vietnam right?,6/7/20,15,Circuit Breaker,15,1,-10.98032941,2,0,0,20.5002706,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: He also say kids don't really spread to adults. Adults spread to kids more So it makes sense to use ginnas for pilot testing. Hahahaha...,6/7/20,26,Circuit Breaker,27,2,-11.84696635,9,1,0,13.0804743,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh! Pls lah... sinkies really kiasi... parents bring them to supermarket is safe? How long can u hide at home?,6/7/20,59,Circuit Breaker,59,3,-11.90230867,10,5,3,5.003236805,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"he is being transparent with the public, and informing you the contingency plan in advance. you all prefer  no contingency plan?",6/7/20,21,Circuit Breaker,21,1,-10.17512215,3,1,1,21.05341868,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,princessreiko wrote: https://mothership.sg/2020/06/ong-ye...losing-school/ very reactive .. .instead of proactive. and the thing that pissed me off is 70% support sending their own kids to test whether the coast is clear ... while the adults are told to still WORK FROM HOME. WTF is this man.. 70% ... r u all ok or not?,6/7/20,47,Circuit Breaker,49,2,-12.54500708,10,4,1,7.338097747,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Covid doesn't seem to be controllable.. Look at America.... Do we not open the economy to them anymore?,6/7/20,17,Circuit Breaker,18,1,-11.19769786,3,0,1,20.46341014,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Unknown man really jialat.... Suay suay all the atas sch kena,6/7/20,11,Circuit Breaker,11,1,-17.48540964,1,0,0,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,focus1974 wrote: very reactive .. .instead of proactive. and the thing that pissed me off is 70% support sending their own kids to test whether the coast is clear ... while the adults are told to still WORK FROM HOME. WTF is this man.. 70% ... r u all ok or not? there is no need to harm every child's education if the risk is low.,6/7/20,60,Circuit Breaker,63,3,-11.15322298,13,5,1,5.639978557,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,R they testing primary and pre-school kids?!?!? They are mre vulnerable,6/7/20,10,Circuit Breaker,11,1,-12.35700294,2,1,0,56.27175551,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Low viral load so school must continue,6/7/20,7,Circuit Breaker,7,0,-12.60115163,1,0,0,55.38369641,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years. No wifi u sure? They live in caves?",6/7/20,95,Circuit Breaker,100,3,-11.20143351,19,3,1,3.242453681,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Just let the ginnas test for another few weeks to confirm if the coast is clear...... No panic, Be steady.",6/7/20,20,Circuit Breaker,20,1,-11.49019303,3,1,0,20.83225589,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,I know of one family who subscribe to data instead of wifi. Not entirely unheard of HirotoXeno wrote: No wifi u sure? They live in caves?,6/7/20,26,Circuit Breaker,26,2,-11.65738233,4,1,0,15.46335949,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"FappingKing wrote: In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. Jskm. I didn't know the ideal scenario is to have student teachers",6/7/20,93,Circuit Breaker,94,3,-10.28385761,17,3,2,3.11685499,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"pikafunk3 wrote: there is no need to harm every child's education if the risk is low. Likewise by your reasoning, there is no need to harm Singaporeans' livelihoods by still insisting on working from home. Circuit breaker rules are put in place for a reason, when you start making U turns and exceptions, the whole rationale and policy effectiveness will get compromised. In this case, parents are kept safe working from home while children are exposed when they go back to school.",6/7/20,81,Circuit Breaker,82,3,-10.90609574,20,6,2,3.115791398,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,It will be too late by then,6/7/20,7,Circuit Breaker,7,0,-9.133792852,1,0,0,408.4470075,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,HirotoXeno wrote: No wifi u sure? They live in caves? You will be surprised. When was the last time you walked around among the 1/2 rooms flats? Do you know some households in Singapore has no electricity too or had theirs temporarily cut? (water supply still on though),6/7/20,47,Circuit Breaker,49,2,-11.12478859,12,2,2,7.317664722,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,pikafunk3 wrote: there is no need to harm every child's education if the risk is low. can explain why need to ask everyone to work from home ... when the risk is low as well for adults below 55yrs old?,6/7/20,37,Circuit Breaker,39,2,-10.76743908,8,2,0,11.98429022,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Ximple wrote: It's fine. If the cases skyrocket like FWs, just raid the reserves again loh. No blame culture, please. its yr kids kanna leh.",6/7/20,24,Circuit Breaker,25,1,-13.50304125,6,0,0,13.87762478,2,0,0
